CustomerID,Age,Gender,City,ProductCategory,PurchaseAmount,PaymentMethod,PurchaseDate,Quantity
de510b59-a3fd-470e-83d7-b50f61268ba5,64,Female,Kolkata,Beauty,44297.25,Credit Card,2024-11-04,2
c897d02d-ab02-4b2a-8994-516b545f5b48,50,Female,Delhi,Books,21251.76,Credit Card,2025-10-22,8
9849d5b4-d095-4580-9b1f-4ae80937aedd,47,Male,Kolkata,Automobile,19682.72,UPI,2024-03-06,1
30840e56-3192-45f1-af29-7515ddb25da6,45,Male,Delhi,Beauty,8249.92,UPI,2025-09-19,4
482c5d68-fb7c-44d6-8c31-a0b4027a8684,54,Male,Pune,Electronics,31063.09,Cash,2024-06-04,2
e5d942e6-95a8-4979-b364-fb942aa908c2,59,Female,Delhi,Sports,20419.03,Credit Card,2024-02-04,5
69ef5867-3688-4e8b-b5a3-d0728911bddd,57,Male,Surat,Automobile,18859.89,Net Banking,2024-01-21,2
67ebdf71-0bc4-4776-8107-a2d01bac2cc5,25,Other,Kolkata,Sports,2595.73,Credit Card,2025-11-12,1
e8396f05-e910-4e9c-8d26-9511edf8a59d,61,Male,Bengaluru,Automobile,22228.85,Cash,2025-11-10,7
5d75cc5e-a04c-4b50-96c4-62fb97df2356,61,Female,Chennai,Furniture,24181.35,UPI,2025-07-24,4
cbab6d91-9cf3-42c7-9893-0e57d21bea2c,23,Male,Bengaluru,Sports,33426.0,Credit Card,2024-03-22,7
28136645-9d2d-4bdb-a707-c6d0adb3f556,25,Female,Pune,Home Appliances,44103.57,Credit Card,2025-11-10,9
9d1cfe75-22c8-4fc8-b616-e2ecdca05b53,39,Female,Delhi,Beauty,22246.92,UPI,2025-10-28,6
e298f3d2-7210-4510-af81-1ea39811934d,36,Other,Chennai,Automobile,14722.38,Net Banking,2024-11-30,4
f096be4b-a47c-4b77-9fbc-a6c6fb267810,60,Male,Delhi,Beauty,8819.85,Net Banking,2024-01-04,2
0cd277f6-e8ae-4d8c-8fc6-1ac185af566d,46,Male,Bengaluru,Sports,25705.25,UPI,2025-10-05,4
cc79f721-a806-4cf5-a3b2-d70d9e04acc4,21,Other,Bengaluru,Books,42954.86,Credit Card,2025-06-15,4
13bceaa9-b959-4a3e-b9f0-a985caf973b8,33,Male,Mumbai,Furniture,21197.84,Cash,2025-04-02,6
60c44dc7-0b70-4cd9-8717-913281195fe0,56,Male,Mumbai,Beauty,6797.08,Cash,2024-11-27,1
e1d6a377-80c1-4d99-8d19-91919269543f,39,Other,Surat,Furniture,23046.2,Cash,2025-08-09,6
d0b39704-1218-48cc-b435-f5500602ff02,38,Other,Kolkata,Toys,37418.09,Debit Card,2024-12-30,7
954071b2-7a3b-4b50-87b6-f6140144add4,23,Other,Pune,Books,31395.23,Cash,2024-05-29,4
e39e4252-daa7-4cf0-ac14-2fdb8b22a5fd,45,Other,Mumbai,Electronics,5662.72,Credit Card,2024-12-31,8
f5076b65-6572-49fb-bbf5-cbdee06250a8,21,Other,Kolkata,Clothing,7363.57,UPI,2023-12-25,8
9341f420-37ca-423a-bd9f-2e10c031cd2e,62,Male,Kolkata,Groceries,42274.06,Net Banking,2024-01-10,7
f28c326a-81c0-47fb-9b8f-b3df007ca111,60,Other,Pune,Toys,31712.71,UPI,2024-11-08,5
97bfc1ba-9dff-4299-a35b-78337f73fd98,58,Male,Surat,Furniture,38919.59,Cash,2023-12-20,3
6857e085-9fd1-4687-9b3f-5860242506a0,57,Other,Bengaluru,Books,19830.64,Net Banking,2024-08-20,5
a12d1302-1c67-496a-bf18-58473f0d32b9,45,Other,Chennai,Beauty,37242.69,Net Banking,2025-08-07,4
13d51cac-635b-431e-a8e8-a9fcb61fc0bb,31,Male,Kolkata,Clothing,16229.56,Net Banking,2025-09-01,4
d39c8da3-f40c-423d-83ef-9e5b7008211c,23,Other,Pune,Clothing,14520.92,Credit Card,2024-04-14,2
9ef6a524-4960-49ee-8665-abddc82250b0,45,Other,Pune,Sports,40711.13,Cash,2025-05-03,1
f536263b-f3ad-4953-9f34-386e151e4b96,64,Female,Surat,Beauty,27513.52,UPI,2024-07-27,3
cec88497-d34d-47e9-b4e1-a0ebbd038b11,60,Male,Delhi,Automobile,39947.27,Cash,2023-12-06,7
1145b1de-ca68-447f-b7f9-bc712d37940b,40,Male,Mumbai,Clothing,47367.89,Net Banking,2025-07-27,8
67e410e4-7a9a-4524-bf9e-e8b4ca497d2f,18,Male,Pune,Toys,32642.63,UPI,2024-07-11,4
9e1259f7-04b9-4d57-80bd-fcc41efeaba2,26,Other,Kolkata,Books,500.95,Cash,2024-03-17,5
39ee65be-6b0b-4c17-8e19-494cb1149c4f,20,Female,Mumbai,Automobile,15073.1,Debit Card,2024-07-26,6
04865a60-5306-4b7b-bbe1-a434532356a2,43,Female,Pune,Home Appliances,47910.92,Debit Card,2025-09-30,9
c789c7ef-116f-4731-8619-51e9bad920ff,59,Other,Hyderabad,Home Appliances,11506.91,Net Banking,2025-06-09,6
687b36e4-ca2a-4f60-843f-299abeaab1c0,39,Other,Pune,Electronics,36350.89,Net Banking,2025-03-21,3
de2e3209-6fed-48ff-8e35-57bfecef501d,57,Female,Chennai,Beauty,190.17,UPI,2024-09-19,5
242ce733-8a37-431b-b2b4-e628d0442a1a,34,Male,Hyderabad,Automobile,31331.6,Credit Card,2024-09-08,7
80d45046-1e24-4bf5-89ba-25fc24e408a3,25,Male,Kolkata,Electronics,14097.21,UPI,2025-06-07,8
eea5417c-6bd8-4cca-bc0a-d83b23be44f4,59,Female,Bengaluru,Electronics,15182.18,Cash,2023-12-06,9
27e9d004-28d9-4775-b032-9752ee161b04,46,Female,Kolkata,Clothing,41753.14,UPI,2024-01-14,6
413e65d0-c4bc-4d71-8ee9-0dc89a09b35d,38,Male,Pune,Home Appliances,33016.6,UPI,2024-11-02,7
28c0d6b5-0055-43e7-b14b-961787f13b05,28,Other,Kolkata,Electronics,28082.23,Credit Card,2024-03-20,1
ce998b37-9821-44d6-8bb5-82a65d7b466f,36,Female,Pune,Home Appliances,43777.83,Cash,2025-05-04,6
dad87f6f-068d-4876-b8ca-0ac78cea03c5,63,Male,Surat,Sports,15015.25,Debit Card,2024-08-06,4
d4cd7d0f-1ca4-4c73-bc53-6566b0512158,27,Female,Surat,Clothing,46764.55,UPI,2024-06-28,6
a2844858-aafc-429d-bc02-4a151cef297f,29,Male,Kolkata,Furniture,18520.43,Debit Card,2024-03-13,4
68c8be1d-167a-48ae-95fc-51bc81d19a7a,32,Other,Hyderabad,Groceries,8565.11,Debit Card,2024-12-27,6
9fc738df-d911-4d79-be80-2b88efb8ea1b,36,Female,Pune,Home Appliances,155.7,Credit Card,2025-10-22,3
5e9df865-6154-40ba-8a0d-5cb2fe4baded,61,Female,Chennai,Beauty,20967.44,Debit Card,2025-03-24,9
5dcd5e0d-6c0e-47f3-afb5-080b96efa188,27,Other,Hyderabad,Sports,953.35,Credit Card,2024-12-26,4
9139c52b-6aa6-4f41-9928-a058b8af420a,60,Male,Hyderabad,Automobile,2092.03,UPI,2025-02-10,6
9aa7c4f3-0d3c-4599-b574-10bbdc4255f1,56,Female,Pune,Clothing,25253.77,Credit Card,2024-12-10,3
a51cb0ac-4fd4-446b-b33e-9bf448400518,55,Female,Pune,Furniture,36686.69,Net Banking,2024-03-25,7
85356ecb-4a94-4da3-87e0-c415b083c766,51,Male,Hyderabad,Sports,37947.48,Credit Card,2024-08-08,9
5b773964-cab3-46fe-974f-e65cc98ed92a,52,Male,Mumbai,Sports,44216.8,Debit Card,2024-08-10,5
45def290-166b-4fdb-8116-5112363c86b4,38,Male,Bengaluru,Books,30734.17,Credit Card,2025-01-06,6
9cd4a82b-38f1-43e6-813a-164f8993e18e,23,Female,Delhi,Toys,35819.57,UPI,2024-11-03,8
1da6ab00-51f6-4108-8c0c-4c2438f1791d,62,Male,Surat,Automobile,22790.55,Net Banking,2024-04-09,6
a7cd6897-d185-475f-8e95-621d15ffe570,35,Male,Chennai,Electronics,47256.9,Cash,2025-05-30,4
77eded59-03bc-43ca-8663-5f1bf9292978,53,Female,Bengaluru,Automobile,13008.32,UPI,2024-12-28,9
7b0831db-e237-4fd2-883d-95911649a80b,53,Female,Pune,Home Appliances,40416.19,Credit Card,2025-01-06,8
2e03d3ac-ab51-4e20-b237-2577211ca79d,64,Male,Chennai,Beauty,41255.26,Credit Card,2024-06-19,6
7b04df8a-a94d-40b3-bcb4-35a22a4bca17,60,Female,Surat,Electronics,33320.06,Cash,2024-01-21,6
56dbcfcd-34ee-4107-9c3f-e25f5d25abcc,48,Female,Surat,Automobile,47079.41,Cash,2024-08-24,8
9f9bb114-0de3-45e1-892f-004238b6628c,43,Female,Chennai,Clothing,47889.85,UPI,2025-10-20,8
f97a35c2-00f6-4fdc-ae9d-c6b6acc09246,52,Male,Hyderabad,Clothing,17819.32,Net Banking,2025-10-12,5
83ec363c-bc4b-4a02-ad9a-d17721d13523,63,Female,Hyderabad,Electronics,9601.77,Cash,2024-05-05,3
47976068-c830-474c-831a-f10959222102,63,Male,Delhi,Furniture,26713.46,UPI,2025-03-29,9
59f8b0d6-f7bc-4967-b37a-c0a4b33268f4,25,Male,Bengaluru,Home Appliances,6913.67,Credit Card,2024-06-11,9
936c5412-8bff-4e47-afa9-bfad475ac49f,26,Other,Chennai,Sports,12915.26,Debit Card,2025-09-08,5
dca02de1-1ad0-46d5-affd-04899921fd5a,64,Male,Delhi,Furniture,44099.86,Cash,2025-05-17,1
71268ad5-0572-4bae-b83a-3fc3e80a214c,54,Female,Surat,Books,34896.99,Debit Card,2024-05-26,7
ac4a55e4-1fe1-48c4-85fb-e998851a0231,40,Other,Hyderabad,Home Appliances,15708.14,Debit Card,2024-01-26,8
8653e414-841f-4ba0-95f7-090546071207,27,Female,Chennai,Groceries,42416.82,Credit Card,2023-12-17,9
716f98c1-706b-4955-a98a-89ce1e30c7d0,34,Male,Chennai,Sports,3662.83,Debit Card,2024-10-24,3
8ad079fe-f7a2-4c11-b35b-ac9d95d07646,36,Female,Hyderabad,Electronics,4354.64,Net Banking,2025-08-01,3
32ed1eea-3d33-45af-8b5a-605635af8656,18,Female,Bengaluru,Furniture,5417.74,Net Banking,2024-02-03,9
1e6d5f87-1928-4097-a01e-d03f57ce4054,39,Other,Kolkata,Sports,13753.8,Debit Card,2024-08-24,8
bc0e1f23-24c4-412c-af38-925e444cbf24,45,Other,Bengaluru,Sports,15893.85,UPI,2024-04-01,7
3673197f-9787-4d8c-9147-228423dab603,41,Female,Kolkata,Electronics,10761.79,Credit Card,2023-12-27,5
2234a1bc-3754-4be3-a6b6-049b636d719a,35,Other,Chennai,Toys,26506.02,Net Banking,2025-11-08,5
419499b0-4305-46e2-8c15-67ff49d4344e,48,Female,Bengaluru,Electronics,18565.16,Net Banking,2025-10-19,9
542416b2-3964-498e-a0c6-29a5af06d711,28,Other,Chennai,Sports,15471.32,Debit Card,2024-07-28,2
07b82719-b98b-41e6-96f8-174a9236762a,52,Other,Delhi,Beauty,13386.21,Cash,2025-06-08,3
ce914db5-a815-47fb-a97f-3160756b510f,31,Female,Hyderabad,Home Appliances,2919.82,UPI,2025-04-28,6
5a892b83-c9f4-459e-97e7-881f12f89d27,25,Other,Delhi,Automobile,43100.5,Credit Card,2024-03-09,6
dbc61717-f7e7-4308-90c2-b3cdbca961be,41,Other,Mumbai,Toys,23359.09,Cash,2024-05-21,6
f5bc0aaf-61ed-45f6-8ea7-e1c6953ae57c,46,Female,Pune,Furniture,48097.38,Credit Card,2025-05-24,1
0789bf1a-4567-4a57-ac0f-234008d7e918,23,Female,Chennai,Home Appliances,17435.81,Net Banking,2024-07-13,2
5df5e203-5d55-4c0b-a7e9-6d2ae63952b8,37,Female,Surat,Furniture,41257.21,Cash,2025-10-03,4
30c05e85-aaa1-4095-9616-0e4e8eeef22f,34,Other,Surat,Clothing,34589.41,Credit Card,2025-06-05,7
1f0243d8-2222-410a-9b72-371ffd2b620f,18,Female,Pune,Automobile,17354.36,Debit Card,2024-12-09,6
8f0ad013-8850-4317-9f16-0c993b0be70e,35,Other,Bengaluru,Toys,19739.95,Credit Card,2025-05-07,1
e4e7290b-cf3f-4eae-8615-f3ff03c8df1b,63,Other,Mumbai,Automobile,1568.27,Cash,2024-12-15,2
5b4a8347-af8b-46dc-8597-318017e87cf7,22,Other,Kolkata,Beauty,38241.44,Net Banking,2024-04-07,8
833e373d-f418-456a-b0e4-949fb70b9afd,20,Other,Delhi,Furniture,38104.39,UPI,2023-12-13,4
8e730528-860c-437d-af38-65f647acfc29,54,Other,Kolkata,Home Appliances,711.9,Net Banking,2025-04-30,5
2a906c49-841a-493f-ab51-8197fa742d8e,51,Male,Pune,Electronics,29150.54,Debit Card,2023-11-18,4
15b2529e-9c4c-42d8-964c-d59ce1126fdb,28,Female,Chennai,Automobile,8731.86,Cash,2024-01-24,6
bb14dc57-ddab-47ff-99ca-46d6672c84e9,32,Female,Mumbai,Home Appliances,30349.13,Net Banking,2024-11-18,3
162c9164-7af9-4c0b-8601-8d9a4520ef65,50,Male,Chennai,Furniture,8921.28,UPI,2025-08-16,8
2dec10f7-6090-49b4-b740-20f9c5e67866,29,Male,Mumbai,Toys,42841.3,Debit Card,2025-03-06,1
7b688f01-074e-4d63-92e1-b3d4879d3f5e,49,Female,Pune,Clothing,8639.84,Credit Card,2024-07-20,7
505f4611-40ef-4360-89e5-3d1ca184e71d,60,Female,Bengaluru,Toys,44622.05,Debit Card,2024-04-03,2
80ab2018-6783-4034-a14f-647f57d1aa97,33,Male,Hyderabad,Toys,10862.08,Net Banking,2025-01-13,6
7674af0f-9dba-47eb-a2cb-3dd8168e5253,50,Female,Surat,Beauty,16121.36,Credit Card,2025-03-20,7
dac5da60-6277-4759-82c4-5891c42a4c7e,55,Female,Chennai,Furniture,2199.93,Net Banking,2024-11-09,4
56c630c4-6c63-4778-a5fb-e575b9db3a1f,63,Other,Bengaluru,Toys,17808.31,Cash,2025-04-27,9
5efe32e9-0227-4285-9456-4305692c8e99,52,Male,Bengaluru,Electronics,41833.44,Net Banking,2024-08-16,8
dd9a4f7c-39ad-4dfa-88e7-260b8d8c967c,24,Female,Mumbai,Automobile,15421.1,Cash,2025-06-07,4
261c312a-14e7-4e85-b07e-71bc03cef5bf,29,Female,Surat,Home Appliances,24684.8,Net Banking,2025-05-13,5
b39b8f17-ebe7-4d63-8724-46526feed8f4,46,Female,Bengaluru,Books,20758.03,Net Banking,2023-12-21,3
0fb0adec-156f-4530-a70a-61498773473d,47,Male,Bengaluru,Furniture,43458.27,Cash,2025-07-14,3
86f3a2f7-d82d-4cef-87fd-d2cd10249354,61,Other,Delhi,Books,11855.92,Debit Card,2025-10-20,1
23acac28-5c1c-4946-8e65-603edea255c3,61,Female,Kolkata,Automobile,22722.5,Net Banking,2024-07-03,7
ce31bbc7-cf0a-4809-bae0-96d343a20298,39,Other,Pune,Clothing,46385.84,Credit Card,2024-07-11,9
016721e1-4cd0-4e2b-8b12-61596e60a13b,35,Female,Delhi,Books,16158.52,Cash,2024-02-09,4
b6d9c480-7c46-4fda-a377-01c0f35c219d,41,Female,Kolkata,Books,29419.81,Cash,2024-11-12,5
5e8c965b-680e-416f-b71b-46337f3f63ac,19,Male,Hyderabad,Toys,35052.25,UPI,2024-03-19,8
a46ee4de-1a02-48e2-a601-2db5126d0684,29,Other,Bengaluru,Clothing,26398.46,Debit Card,2025-05-26,5
d5fe18de-97eb-4690-bf9b-bd7c4ee5eb1d,58,Other,Hyderabad,Clothing,4266.3,Debit Card,2024-05-01,9
dde39f8f-fc23-4482-9e5b-249369f0109a,62,Other,Hyderabad,Furniture,40064.88,Cash,2024-02-06,6
8cdc1019-b74d-4059-92aa-2715116ba009,25,Male,Delhi,Toys,22482.12,Debit Card,2024-10-15,2
6bc9977e-9df2-4780-82ab-bfa99dffb8ef,24,Other,Kolkata,Home Appliances,37374.01,UPI,2025-05-08,9
e1063e34-0e52-4826-a0cd-bb20a8422144,20,Other,Bengaluru,Automobile,36826.44,UPI,2024-10-24,5
b26715da-e002-4c3c-9f67-395051ecf857,18,Male,Delhi,Groceries,23010.32,UPI,2025-07-28,6
0f4e8725-dced-465a-a72f-9cb5037750c3,37,Male,Pune,Beauty,7560.44,Net Banking,2025-02-16,8
3f408f54-46c8-4dc9-bc10-3c17694036e6,18,Female,Kolkata,Electronics,14215.38,Cash,2025-07-08,5
e3f3c540-dd27-48e1-b07d-2f4284f1fb9e,51,Male,Delhi,Sports,34058.58,Debit Card,2024-11-12,6
fa803da8-aa95-4457-b0c1-56e9ccc87cfe,48,Male,Pune,Home Appliances,2415.54,UPI,2024-06-25,4
6eb81cac-b459-4315-87db-5407b58ee6a4,58,Male,Surat,Clothing,10665.94,Cash,2025-05-27,3
06779adb-7c25-4405-81c1-e819398a69dc,49,Male,Pune,Books,35894.87,UPI,2024-04-06,5
9a27cd92-e770-4351-9a87-a9e7aff4277b,44,Male,Kolkata,Furniture,24084.28,Debit Card,2024-08-25,4
a5a27e6b-5a08-4481-9a22-52d182a8a8cc,59,Male,Chennai,Home Appliances,20961.09,Cash,2025-02-13,6
970b2468-82b8-4fa0-bb5c-2cabe121bae9,46,Other,Pune,Clothing,5207.55,Debit Card,2025-04-13,3
573e006f-8f6b-425e-97b8-e77034695eee,34,Female,Delhi,Clothing,33132.32,Debit Card,2024-08-04,4
a2bfe321-66af-49af-adb8-5fbf380198a7,53,Male,Mumbai,Home Appliances,13600.74,Cash,2024-01-11,9
060cd9b6-c290-4671-aeb2-baaf045766f5,64,Other,Pune,Groceries,28099.49,Debit Card,2024-03-10,6
1ac5affb-46ea-4f74-a91d-ba09e2af7f7a,35,Male,Kolkata,Beauty,44020.27,Credit Card,2025-04-09,8
08b458e7-f724-4bb3-ba1b-2badf51d2860,38,Other,Bengaluru,Automobile,42666.41,Net Banking,2025-03-07,1
98997d98-962d-41c2-bc56-5eca03e8b1a5,46,Male,Delhi,Groceries,16051.2,Cash,2024-05-22,7
9eebc80d-0834-4178-896e-abbb564f1f62,20,Female,Bengaluru,Books,39830.03,Debit Card,2025-10-17,3
53d40c91-4cee-47ed-96ba-bf13c86ddd4a,53,Other,Chennai,Groceries,8953.2,Net Banking,2025-10-22,9
7d45ed63-9bfd-4dc1-a7ab-fc9859b102a4,61,Female,Surat,Groceries,34224.66,Credit Card,2025-08-17,3
6379c05b-2b10-45c8-972a-d8c19cb27ba6,57,Male,Kolkata,Home Appliances,9428.55,Cash,2024-07-07,2
95a76b75-7205-47b8-bbbb-1c3c1e3868b2,54,Female,Kolkata,Groceries,20258.46,Cash,2025-02-17,6
f6895934-75bf-4ed2-82b2-fb0059f4cc67,62,Other,Surat,Automobile,3214.46,Cash,2025-03-23,4
0cbae7fb-2b85-41f7-ac8a-c2849cc8c5fd,53,Male,Delhi,Sports,48609.79,UPI,2024-01-07,6
7389835e-f84f-4461-ba05-b0504719eaf3,42,Other,Pune,Groceries,3726.87,Debit Card,2025-09-28,1
f15d0601-8bce-41a2-9532-602a993cb6a9,28,Female,Bengaluru,Home Appliances,23637.29,Cash,2024-01-08,2
4e9f2d0c-0dec-4c6f-a6ff-e766872a6dcd,56,Other,Chennai,Home Appliances,47158.33,Cash,2025-03-16,1
ed067e36-e3b1-4c7d-b345-acd3f7047523,25,Female,Kolkata,Books,18769.26,UPI,2024-12-16,3
e99fd240-355b-4af7-ad5b-d2a82ca01c59,20,Other,Mumbai,Books,31577.96,UPI,2024-01-02,4
943aa4d9-a1fb-4778-8bed-c4c6884403cf,22,Other,Chennai,Groceries,47688.72,Debit Card,2025-11-12,8
7d4ed1f8-f2c4-452d-9209-14b6aec2c866,55,Male,Kolkata,Clothing,36027.23,Net Banking,2024-03-26,3
6d35d8aa-a2e7-43ca-97ee-92f9c7dfe31e,46,Other,Pune,Home Appliances,35722.64,Cash,2024-09-08,9
fb2a0939-71e1-4fad-9960-aa5005720ebc,39,Other,Surat,Beauty,24010.31,Net Banking,2023-12-23,2
785000ba-089e-4004-b2fd-904059067f53,31,Female,Chennai,Clothing,16601.95,Debit Card,2024-08-15,2
b34d6c33-1627-4109-bdbb-4ddb9b776cd8,27,Male,Pune,Beauty,28701.88,Cash,2025-08-24,6
0a430a39-cd2f-4a98-a630-cc5d4b4c33d3,25,Male,Mumbai,Sports,21553.0,Debit Card,2024-01-10,1
a969a3ed-c94c-4328-8ff5-e3d2e67aa602,30,Other,Delhi,Clothing,2122.8,Net Banking,2025-01-30,8
a898772b-8120-461a-af3b-e8526662ce7c,44,Other,Pune,Home Appliances,10810.49,UPI,2025-09-02,6
d58d37ba-f613-4a46-8925-88b80a620806,48,Other,Pune,Clothing,35535.68,Credit Card,2024-01-25,9
4af431f8-6a29-4ba8-a648-2f9c41c35778,34,Female,Bengaluru,Electronics,25642.02,Net Banking,2025-10-11,9
92224a59-606c-45d9-9ac2-3eadbc821eb6,39,Male,Hyderabad,Sports,44839.46,Cash,2024-10-05,1
eabdbb52-4e77-4c2a-9789-fdfd8b331c44,35,Male,Mumbai,Books,39737.94,Cash,2024-08-07,2
fa74ff9b-b8cb-49f7-92bc-ac0d0a3bc445,34,Male,Bengaluru,Automobile,3839.62,Credit Card,2024-03-16,2
4009055e-032e-4b8c-b7cc-b9321115ab13,18,Male,Surat,Furniture,40220.86,Net Banking,2025-01-05,2
6ee91900-fc9c-4bad-93eb-a86b7162a678,55,Other,Mumbai,Clothing,40730.87,Net Banking,2025-04-15,2
98efeea7-8db9-406f-bf2d-013433cb88d2,45,Female,Mumbai,Books,35223.73,Credit Card,2025-05-15,6
